machine_ID,Status,purchase_Date
VM4221,repair,2021-06-10
VM8920,functional,2024-04-20
VM9097,decommissioned,2025-05-26
VM6046,repair,2021-07-01
VM7832,repair,2020-09-02
VM3559,repair,2023-02-07
VM3425,repair,2022-01-21
VM6546,repair,2025-05-07
VM4243,repair,2022-06-16
VM4002,decommissioned,2023-02-06
VM7076,functional,2024-02-21
VM1852,functional,2024-06-21
VM2129,decommissioned,2025-10-12
VM5114,functional,2022-07-17
VM7358,repair,2023-04-13
VM1276,decommissioned,2022-04-15
VM4817,decommissioned,2023-05-20
VM1452,repair,2024-05-08
VM4764,functional,2021-04-29
VM1188,repair,2023-03-20
VM8934,decommissioned,2021-02-06
VM2386,repair,2021-04-21
VM4152,repair,2020-06-23
VM4684,repair,2024-08-04
VM7338,decommissioned,2022-08-26
VM7426,functional,2021-04-04
VM7283,functional,2024-11-23
VM5830,repair,2025-06-02
VM1238,repair,2021-10-30
VM8923,functional,2020-03-21
VM6333,functional,2022-04-15
VM7954,decommissioned,2021-03-13
VM3651,decommissioned,2022-08-17
VM2695,functional,2025-01-28
VM5706,repair,2023-05-06
VM8968,decommissioned,2023-08-07
VM1052,decommissioned,2025-01-09
VM2804,repair,2025-07-20
VM8815,repair,2024-05-09
VM3044,functional,2025-07-03
VM5424,decommissioned,2024-05-08
VM6866,functional,2021-09-21
VM1868,decommissioned,2021-05-04
VM9651,functional,2025-05-25
VM7049,functional,2022-06-26
VM8137,functional,2024-08-16
VM9649,functional,2023-10-28
VM2690,decommissioned,2021-01-18
VM7268,decommissioned,2025-07-06
VM9108,repair,2020-02-16
VM1706,repair,2024-03-22
VM3859,functional,2021-08-05
VM5213,functional,2025-06-27
VM1084,functional,2021-01-29
VM2764,functional,2022-07-10
VM2274,repair,2020-02-12
VM2696,functional,2024-12-21
VM4982,repair,2024-09-04
VM6349,functional,2023-01-18
VM3335,functional,2021-01-06
VM6416,repair,2024-01-13
VM4530,repair,2021-06-27
VM7653,decommissioned,2021-07-15
VM2212,repair,2020-05-01
VM1223,functional,2024-09-20
VM1895,repair,2023-01-02
VM9451,functional,2021-09-26
VM4205,decommissioned,2020-07-22
VM9769,repair,2025-03-10
VM7870,repair,2024-05-12
VM8484,functional,2023-08-18
VM3637,decommissioned,2020-10-26
VM2810,repair,2021-02-03
VM9630,repair,2022-05-13
VM1075,repair,2025-09-07
VM3648,decommissioned,2025-03-29
VM1077,functional,2022-06-16
VM5452,decommissioned,2020-12-28
VM3958,decommissioned,2024-12-04
VM7290,repair,2024-12-26
VM7576,functional,2024-06-07
VM8300,repair,2023-04-17
VM6841,functional,2025-06-18
VM7622,functional,2023-04-29
VM9766,functional,2025-08-24
VM5578,decommissioned,2022-11-25
VM9731,decommissioned,2023-03-18
VM1781,decommissioned,2021-10-28
VM2460,repair,2020-11-09
VM7436,decommissioned,2020-02-06
VM4744,decommissioned,2021-04-30
VM8841,repair,2021-06-01
VM8723,repair,2023-12-15
VM6439,decommissioned,2023-04-01
VM7251,repair,2023-08-29
VM3796,functional,2022-10-11
VM5496,functional,2022-07-30
VM3291,functional,2024-05-21
VM8176,functional,2025-10-14
VM7113,functional,2023-05-03
VM1911,repair,2024-10-15
VM1432,functional,2025-09-08
VM5334,functional,2020-02-11
VM4816,decommissioned,2025-11-03
VM6653,decommissioned,2023-07-23
VM1028,decommissioned,2022-05-11
VM7849,repair,2022-07-07
VM8785,functional,2021-10-31
VM5174,repair,2023-01-05
VM2689,decommissioned,2022-11-28
VM2173,repair,2024-05-19
VM9127,functional,2021-01-31
VM3981,functional,2022-06-15
VM2355,decommissioned,2022-06-15
VM8740,decommissioned,2022-11-14
VM8049,repair,2023-01-14
VM3662,decommissioned,2024-07-15
VM8778,repair,2022-04-28
VM3374,repair,2021-06-23
VM8386,repair,2025-10-06
VM1815,repair,2022-01-24
VM4318,repair,2024-04-10
VM2594,repair,2021-12-22
VM4233,functional,2023-04-29
VM8902,functional,2024-08-08
VM7509,decommissioned,2025-09-08
VM9914,decommissioned,2021-02-14
VM3610,decommissioned,2025-02-24
VM3301,decommissioned,2024-02-16
VM1519,decommissioned,2020-09-22
VM2425,decommissioned,2022-01-15
VM7231,decommissioned,2023-03-04
VM6699,decommissioned,2024-04-03
VM5219,repair,2020-02-20
VM6511,repair,2022-06-02
VM5670,repair,2024-08-09
VM6670,repair,2023-09-26
VM9293,decommissioned,2024-03-31
VM2281,functional,2024-02-27
VM3466,functional,2025-05-17
VM9054,repair,2023-09-27
VM7531,repair,2020-08-15
VM6646,decommissioned,2021-09-12
VM4955,decommissioned,2024-05-01
VM7521,decommissioned,2024-01-10
VM3352,functional,2025-04-20
VM5791,repair,2023-05-09
VM9963,functional,2024-04-20
VM1817,repair,2023-03-26
VM1913,decommissioned,2025-08-10
VM5345,repair,2024-10-27
VM9395,decommissioned,2020-07-02
VM5279,repair,2025-05-23
VM1710,functional,2025-05-03
VM9258,decommissioned,2020-11-05
VM4469,decommissioned,2022-07-17
VM2172,functional,2020-06-29
VM4453,decommissioned,2021-09-14
VM9947,decommissioned,2023-05-06
VM7993,functional,2020-01-09
VM4382,decommissioned,2024-02-03
VM8078,functional,2023-05-11
VM8800,decommissioned,2024-09-24
VM7309,decommissioned,2021-05-16
VM5584,repair,2020-02-10
VM5168,repair,2023-08-31
VM9655,repair,2024-04-12
VM1048,repair,2022-07-23
VM1665,repair,2023-11-20
VM8830,functional,2023-04-26
VM6172,repair,2023-09-08
VM5022,decommissioned,2020-02-26
VM8306,repair,2024-02-12
VM1964,decommissioned,2023-12-11
VM8656,repair,2022-09-28
VM3402,functional,2022-05-10
VM7005,functional,2024-07-09
VM3938,functional,2022-08-03
VM1997,functional,2022-06-30
VM9188,repair,2021-08-28
VM8662,decommissioned,2024-10-22
VM9082,decommissioned,2025-08-15
VM7743,functional,2020-02-29
VM7504,functional,2025-06-12
VM5765,functional,2020-05-05
VM8611,decommissioned,2024-08-26
VM2737,repair,2024-11-23
VM5316,repair,2020-01-28
VM1044,repair,2021-02-08
VM1366,decommissioned,2024-10-05
VM3191,functional,2023-12-20
VM2243,repair,2022-04-01
VM3124,repair,2022-11-01
VM8924,decommissioned,2022-10-03
VM1384,functional,2025-08-02
VM1506,repair,2020-04-20
VM1405,functional,2021-11-13
VM6501,functional,2023-10-12
VM1177,repair,2021-06-04
VM8197,repair,2025-11-17
VM7624,decommissioned,2025-04-22
VM2528,decommissioned,2024-10-03
VM2742,repair,2021-09-01
VM5686,repair,2023-06-16
VM4989,decommissioned,2022-10-23
VM8600,functional,2021-12-24
VM2213,decommissioned,2022-08-25
VM3125,repair,2022-09-16
VM8704,repair,2020-01-06
VM5981,repair,2024-06-07
VM6064,repair,2024-01-30
VM9280,decommissioned,2020-04-07
VM7981,repair,2022-02-11
VM5955,decommissioned,2020-06-11
VM7294,functional,2024-04-04
VM9162,decommissioned,2022-12-27
VM1183,decommissioned,2022-06-19
VM4484,repair,2020-02-05
VM5555,functional,2024-10-24
VM8630,decommissioned,2020-08-07
VM9768,repair,2022-06-27
VM3010,functional,2024-06-27
VM7456,decommissioned,2020-01-26
VM2657,functional,2023-09-27
VM5866,repair,2025-02-16
VM3643,repair,2023-02-26
VM4014,decommissioned,2021-08-14
VM6628,decommissioned,2021-05-14
VM1640,decommissioned,2021-08-02
VM6449,functional,2024-01-01
VM4803,functional,2022-11-14
VM9001,decommissioned,2022-07-18
VM6430,decommissioned,2024-07-21
VM8483,decommissioned,2021-03-28
VM4219,decommissioned,2022-11-22
VM8046,repair,2023-10-03
VM3756,repair,2021-10-05
VM9214,repair,2022-03-26
VM6072,repair,2023-08-03
VM5567,decommissioned,2020-11-15
VM9638,decommissioned,2020-08-12
VM1991,repair,2024-10-02
VM2475,decommissioned,2020-04-25
VM8772,functional,2022-07-29
VM8178,functional,2022-11-11
VM7608,functional,2020-07-07
VM3332,repair,2025-03-23
VM2004,repair,2023-03-26
VM4965,decommissioned,2022-12-18
VM6303,repair,2021-06-09
VM1434,decommissioned,2022-07-03
VM5098,repair,2020-12-16
VM5662,repair,2021-09-15
VM7985,decommissioned,2021-11-16
VM3492,repair,2022-01-04
VM4999,repair,2023-01-02
VM9333,decommissioned,2024-06-15
VM7591,functional,2021-01-16
VM9419,repair,2020-12-31
VM3199,functional,2024-08-12
VM3428,repair,2020-04-09
VM9561,repair,2020-06-10
VM9904,functional,2024-10-06
VM5900,repair,2020-01-08
VM3900,decommissioned,2023-06-07
VM4433,decommissioned,2025-05-22
VM4686,decommissioned,2022-07-28
VM9622,decommissioned,2021-01-08
VM3837,functional,2020-07-01
VM3270,decommissioned,2023-10-18
VM8496,functional,2021-09-22
VM5630,decommissioned,2020-07-18
VM7683,repair,2024-08-24
VM7013,repair,2020-07-11
VM9506,functional,2023-11-15
VM8571,repair,2021-07-11
VM5242,functional,2025-08-18
VM6948,decommissioned,2024-05-29
VM8807,decommissioned,2021-03-04
VM4928,functional,2020-10-10
VM2121,repair,2023-07-19
VM7999,functional,2022-01-14
VM5927,functional,2020-07-10
VM3459,repair,2023-02-04
VM6395,decommissioned,2020-02-10
VM4108,repair,2020-06-24
VM6684,decommissioned,2021-03-10
VM9440,repair,2023-07-04
VM9534,decommissioned,2024-08-07
VM6171,repair,2021-05-01
VM3843,decommissioned,2022-09-04
VM4952,repair,2025-10-27
VM4201,decommissioned,2022-08-05
VM2906,decommissioned,2025-06-15
VM6938,decommissioned,2020-03-03
VM9662,repair,2024-03-07
VM8663,decommissioned,2022-11-19
VM7229,repair,2024-02-05
VM6316,functional,2021-07-12
VM2659,functional,2023-03-27
VM9380,decommissioned,2023-10-13
VM5281,decommissioned,2022-09-02
VM6741,functional,2023-09-05
VM4840,decommissioned,2021-09-15
VM3369,repair,2024-07-22
VM5707,repair,2021-03-27
VM2924,decommissioned,2024-10-20
VM5220,functional,2020-06-25
VM3000,functional,2023-04-29
VM9342,functional,2023-01-19
VM5448,decommissioned,2022-04-16
VM2581,functional,2021-09-04
VM3036,functional,2024-05-06
VM3260,repair,2024-07-29
VM5341,functional,2022-06-03
VM8971,decommissioned,2025-07-06
VM3507,repair,2023-10-06
VM3440,decommissioned,2024-02-25
VM6115,functional,2023-05-26
VM5222,decommissioned,2021-02-05
VM7193,decommissioned,2022-06-08
VM6347,decommissioned,2020-07-20
VM9263,functional,2021-09-28
VM7175,functional,2025-05-30
VM2066,functional,2021-11-27
VM1727,repair,2024-04-20
VM1617,decommissioned,2020-04-20
VM8835,functional,2022-08-11
VM1133,functional,2025-08-30
VM9918,functional,2020-05-07
VM6492,functional,2022-08-14
VM2346,repair,2022-07-29
VM6898,decommissioned,2024-05-18
VM2497,decommissioned,2021-07-29
VM3153,functional,2022-10-31
VM6852,functional,2021-03-04
VM5566,decommissioned,2023-12-01
VM2830,repair,2020-11-17
VM5583,repair,2021-06-09
VM5855,functional,2021-09-05
VM9986,repair,2024-09-06
VM2790,functional,2022-01-28
VM9051,decommissioned,2022-02-23
VM5746,repair,2024-11-15
VM7299,repair,2020-06-08
VM6524,repair,2023-03-22
VM3890,functional,2023-02-10
VM9357,decommissioned,2025-09-17
VM4792,functional,2020-04-18
VM5071,repair,2025-02-07
VM3848,functional,2023-02-15
VM3183,functional,2020-11-21
VM2134,repair,2023-04-17
VM1190,functional,2025-08-20
VM8215,decommissioned,2022-05-03
VM1408,repair,2025-04-21
VM1978,repair,2023-01-09
VM9580,functional,2025-06-16
VM3656,functional,2020-09-30
VM6098,decommissioned,2022-04-23
VM5831,repair,2020-11-24
VM3743,repair,2024-04-16
VM7963,decommissioned,2021-04-12
VM2756,repair,2025-02-17
VM1159,decommissioned,2025-10-20
VM9966,decommissioned,2024-06-29
VM9541,functional,2023-04-07
VM6995,decommissioned,2021-06-27
VM5913,repair,2025-02-28
VM4887,decommissioned,2025-11-14
VM5887,repair,2021-09-07
VM1662,repair,2022-02-06
VM9196,decommissioned,2024-06-19
VM3289,decommissioned,2022-11-01
VM2061,functional,2021-08-12
VM5995,repair,2023-04-26
VM1490,functional,2024-04-24
VM1128,decommissioned,2020-01-16
VM6972,repair,2020-06-24
VM9872,decommissioned,2020-03-29
VM3041,decommissioned,2022-07-23
VM4228,functional,2021-07-09
VM9055,repair,2022-11-13
VM1458,decommissioned,2024-10-30
VM1364,decommissioned,2023-06-09
VM8636,functional,2022-02-10
VM7907,repair,2020-01-12
VM3196,repair,2022-03-02
VM5784,decommissioned,2024-01-10
VM6188,repair,2023-08-14
VM5844,decommissioned,2020-11-20
VM5632,decommissioned,2021-02-18
VM9597,decommissioned,2025-03-12
VM2006,decommissioned,2020-05-10
VM2393,decommissioned,2024-11-30
VM6875,functional,2022-10-14
VM6277,functional,2020-05-16
VM4938,functional,2022-02-01
VM9671,functional,2025-04-01
VM1719,functional,2023-06-20
VM8069,decommissioned,2021-06-28
VM9961,decommissioned,2024-09-12
VM3484,repair,2023-08-19
VM4354,decommissioned,2020-10-02
VM4715,decommissioned,2024-12-13
VM2961,functional,2024-10-03
VM6203,repair,2023-10-27
VM4449,functional,2023-01-26
VM6260,decommissioned,2024-08-28
VM3785,functional,2021-08-14
VM1074,decommissioned,2020-09-01
VM5080,repair,2020-04-23
VM8235,repair,2021-08-01
VM4626,decommissioned,2023-04-17
VM6707,decommissioned,2021-07-24
VM2376,decommissioned,2021-07-28
VM6404,decommissioned,2022-11-17
VM7823,repair,2021-06-01
VM3616,functional,2025-07-19
VM5915,decommissioned,2024-01-05
VM5550,repair,2021-10-10
VM9268,decommissioned,2025-01-08
VM3334,functional,2025-01-27
VM2371,functional,2025-06-08
VM7777,decommissioned,2021-01-04
VM7802,functional,2022-12-05
VM1511,repair,2022-01-24
VM8044,functional,2020-04-16
VM8275,decommissioned,2023-02-23
VM1250,repair,2020-05-07
VM7867,functional,2022-03-02
VM4857,decommissioned,2023-09-13
VM4485,decommissioned,2023-01-11
VM8096,functional,2023-01-18
VM4612,functional,2021-04-02
VM2026,functional,2020-09-24
VM2149,functional,2023-09-17
VM6560,decommissioned,2024-06-21
VM3193,decommissioned,2022-02-28
VM6842,repair,2024-08-30
VM5983,decommissioned,2023-03-13
VM4978,repair,2024-10-21
VM5972,repair,2024-08-24
VM1143,decommissioned,2023-04-12
VM5310,functional,2023-01-10
VM2769,decommissioned,2020-11-19
VM1700,repair,2023-03-25
VM5744,repair,2023-10-14
VM5436,functional,2025-08-30
VM9690,functional,2025-10-12
VM3766,decommissioned,2024-03-27
VM5675,functional,2020-06-12
VM8273,functional,2022-09-10
VM3770,decommissioned,2023-10-26
VM9229,decommissioned,2024-04-14
VM3121,repair,2020-10-19
VM9022,decommissioned,2024-07-30
VM5668,decommissioned,2022-02-19
VM9983,functional,2021-12-17
VM3200,repair,2025-07-30
VM7476,functional,2020-08-16
VM2582,functional,2020-03-08
VM9381,repair,2022-09-01
VM3308,functional,2021-02-20
VM7679,functional,2023-10-18
VM8972,decommissioned,2023-05-13
VM5292,decommissioned,2025-04-03
VM3103,functional,2020-05-10
VM5586,decommissioned,2023-09-14
VM3240,decommissioned,2024-02-28
VM5299,repair,2020-08-15
VM6993,functional,2024-08-23
VM2670,decommissioned,2025-06-25
VM2240,functional,2022-03-28
VM3257,functional,2023-08-10
VM9505,repair,2025-02-08
VM7731,repair,2023-07-26
VM9319,functional,2021-06-23
VM4706,decommissioned,2025-06-13
VM3033,functional,2020-07-05
VM8997,functional,2020-07-08
VM6950,functional,2020-04-06
VM6272,decommissioned,2021-01-11
VM5617,functional,2021-09-08
VM9994,decommissioned,2021-09-05
VM5271,repair,2022-07-04
VM8265,functional,2022-04-03
VM8105,functional,2025-02-14
VM5974,repair,2022-05-12
VM3274,repair,2021-10-19
VM4745,decommissioned,2023-05-15
VM6251,decommissioned,2020-03-13
VM7119,repair,2022-08-01
VM1335,functional,2023-04-23
VM4905,decommissioned,2020-01-12
VM6102,repair,2020-07-28
VM6186,repair,2021-04-04
VM8186,decommissioned,2021-02-14
VM5992,repair,2023-08-08
VM9995,decommissioned,2021-11-26
VM1536,repair,2024-10-23
VM8187,repair,2023-09-30
VM2309,decommissioned,2023-01-09
VM9169,repair,2024-07-30
VM7917,functional,2021-12-21
VM7719,repair,2021-10-01
VM6774,repair,2021-02-05
VM5778,functional,2020-04-04
VM6183,functional,2025-11-08
VM7552,repair,2020-11-20
VM9468,repair,2021-07-23
VM8291,decommissioned,2024-02-24
VM3633,repair,2022-07-21
VM5503,functional,2021-11-23
VM1688,functional,2022-03-10
VM1886,repair,2024-10-21
VM3162,functional,2024-06-23
VM6919,repair,2024-11-12
VM7257,functional,2020-02-01
VM3327,decommissioned,2021-10-15
VM2297,repair,2020-03-14
VM8853,functional,2023-01-25
VM4998,decommissioned,2021-06-06
VM3357,functional,2023-05-07
VM1470,repair,2022-12-15
VM5569,decommissioned,2020-03-08
VM8267,functional,2022-12-11
VM9620,decommissioned,2021-02-17
VM1119,repair,2025-02-02
VM6996,decommissioned,2021-02-28
VM2126,functional,2022-02-19
VM6113,decommissioned,2020-12-10
VM5137,decommissioned,2023-04-23
VM3025,repair,2024-06-30
VM2458,functional,2022-07-10
VM2488,functional,2021-11-12
VM5124,decommissioned,2021-10-20
VM4025,repair,2023-09-12
VM5923,decommissioned,2021-05-06
VM8668,repair,2022-04-23
VM4662,repair,2022-10-24
VM4287,decommissioned,2024-12-09
VM8135,repair,2021-09-09
VM3099,functional,2025-08-24
VM8633,decommissioned,2023-02-15
VM2502,repair,2024-10-20
VM7261,decommissioned,2023-01-24
VM3594,repair,2021-01-22
VM2900,decommissioned,2020-05-06
VM5016,decommissioned,2025-02-24
VM1197,repair,2021-07-04
VM1512,functional,2024-06-25
VM8028,functional,2021-09-26
VM3206,decommissioned,2020-02-29
VM6739,functional,2021-04-16
VM3927,functional,2023-10-13
VM9968,repair,2025-06-23
VM8206,functional,2023-10-13
VM7681,repair,2020-11-26
VM9384,repair,2024-08-07
VM6772,repair,2025-07-24
VM4492,functional,2023-03-31
VM7968,functional,2024-08-16
VM3583,decommissioned,2020-04-03
VM3034,decommissioned,2024-04-20
VM5248,functional,2024-05-25
VM2977,repair,2020-12-08
VM1883,repair,2021-11-21
VM8466,decommissioned,2024-02-08
VM6370,repair,2021-10-27
VM7598,decommissioned,2022-01-27
VM8999,decommissioned,2025-06-10
VM8861,decommissioned,2023-07-23
VM1661,repair,2022-02-02
VM5862,repair,2025-02-07
VM5145,decommissioned,2020-10-24
VM1201,functional,2020-12-06
VM9633,functional,2022-12-03
VM6832,decommissioned,2025-07-30
VM3423,repair,2021-03-28
VM8643,decommissioned,2022-02-08
VM1386,repair,2022-06-25
VM5005,decommissioned,2022-10-12
VM7150,repair,2025-02-09
VM8685,repair,2024-11-19
VM1025,repair,2024-04-15
VM1031,repair,2024-05-02
VM3380,repair,2020-11-18
VM2377,repair,2023-01-14
VM2316,decommissioned,2021-08-14
VM6174,repair,2024-06-16
VM1682,decommissioned,2024-03-14
VM7989,repair,2025-10-31
VM1544,decommissioned,2021-01-14
VM5581,decommissioned,2021-12-15
VM7615,decommissioned,2022-02-28
VM3324,functional,2024-11-29
VM1849,functional,2023-09-23
VM5328,functional,2023-04-19
VM4498,functional,2023-08-19
VM4886,decommissioned,2022-09-16
VM1575,decommissioned,2020-06-30
VM3487,decommissioned,2023-09-18
VM8034,repair,2020-08-11
VM1971,decommissioned,2025-04-16
VM4006,functional,2022-08-09
VM1027,functional,2024-07-17
VM5004,repair,2020-12-30
VM8093,decommissioned,2022-02-28
VM9177,repair,2023-01-27
VM6223,repair,2023-10-16
VM8094,repair,2025-11-02
VM9286,functional,2022-02-04
VM9013,decommissioned,2022-04-01
VM5347,repair,2024-03-13
VM8757,repair,2020-02-04
VM4959,functional,2024-08-13
VM2688,repair,2021-04-30
VM5371,decommissioned,2022-08-17
VM6432,repair,2020-03-11
VM5609,repair,2025-05-20
VM5984,repair,2024-04-21
VM4343,functional,2020-10-21
VM5141,repair,2021-11-16
VM3980,repair,2020-06-18
VM2492,repair,2020-11-23
VM3721,functional,2023-05-25
VM2864,repair,2020-03-20
VM6104,decommissioned,2023-05-06
VM1801,functional,2022-11-18
VM3318,repair,2024-09-02
VM6517,repair,2021-06-09
VM9216,functional,2024-03-07
VM7258,decommissioned,2020-07-31
VM6152,functional,2025-06-09
VM9257,functional,2024-03-17
VM1069,repair,2023-03-29
VM1734,decommissioned,2025-04-24
VM8877,repair,2021-02-21
VM2440,functional,2025-10-30
VM1625,decommissioned,2023-01-25
VM6408,decommissioned,2023-04-24
VM8424,functional,2021-01-29
VM7061,functional,2020-07-06
VM8855,decommissioned,2023-06-14
VM1524,functional,2022-03-07
VM8252,functional,2024-06-22
VM5684,repair,2021-01-17
VM7698,decommissioned,2022-09-10
VM1713,repair,2024-07-25
VM6295,functional,2024-04-20
VM7411,functional,2023-12-11
VM1137,repair,2024-10-31
VM7252,repair,2021-07-07
VM5533,decommissioned,2023-02-18
VM9134,decommissioned,2025-10-30
VM2324,functional,2025-07-11
VM5530,functional,2020-02-08
VM5948,functional,2022-08-13
VM1065,functional,2022-06-30
VM1874,decommissioned,2025-03-06
VM4447,functional,2023-12-07
VM1770,functional,2022-04-30
VM5538,functional,2021-07-06
VM1905,functional,2021-03-13
VM6057,repair,2021-09-24
VM6459,decommissioned,2025-02-18
VM6748,repair,2022-02-03
VM3713,repair,2021-06-14
VM6024,repair,2022-09-24
VM4358,functional,2025-07-26
VM7935,functional,2025-07-14
VM8960,functional,2022-10-03
VM2717,decommissioned,2023-09-28
VM4622,decommissioned,2023-12-05
VM2395,decommissioned,2025-01-18
VM1312,repair,2024-03-29
VM3444,repair,2025-07-15
VM8164,functional,2020-07-26
VM2247,repair,2022-05-30
VM8528,decommissioned,2023-07-24
VM3858,repair,2021-10-07
VM1594,decommissioned,2020-11-15
VM2701,decommissioned,2023-04-29
VM9950,repair,2025-09-27
VM4898,functional,2023-11-25
VM8863,decommissioned,2025-04-14
VM2776,repair,2025-09-10
VM6218,decommissioned,2024-04-13
VM3506,repair,2024-12-08
VM4637,repair,2023-05-14
VM6714,repair,2021-11-14
VM6109,repair,2021-09-08
VM4722,repair,2023-10-29
VM1684,decommissioned,2021-10-27
VM1724,functional,2020-02-09
VM2328,decommissioned,2023-12-29
VM5223,repair,2022-11-15
VM3815,decommissioned,2025-01-18
VM1005,repair,2023-10-23
VM2691,decommissioned,2020-02-16
VM2193,functional,2025-04-21
VM1079,repair,2021-10-01
VM5066,repair,2023-09-14
VM2671,functional,2022-03-05
VM4557,functional,2022-04-30
VM5378,repair,2020-03-13
VM7390,functional,2023-11-22
VM3925,repair,2024-01-12
VM2083,functional,2024-11-24
VM2487,repair,2024-03-05
VM2612,functional,2024-03-15
VM6812,functional,2021-01-17
VM6206,repair,2021-11-03
VM9788,decommissioned,2024-10-15
VM8739,functional,2025-08-26
VM6667,repair,2024-04-15
VM3263,repair,2025-07-26
VM3297,functional,2021-08-16
VM4068,repair,2021-01-29
VM5739,repair,2023-10-08
VM8703,decommissioned,2020-06-14
VM8071,functional,2021-10-30
VM2079,functional,2020-12-23
VM3933,decommissioned,2021-07-06
VM3733,repair,2023-12-05
VM7165,functional,2025-02-14
VM3011,repair,2025-04-11
VM3157,functional,2024-03-08
VM1270,functional,2021-07-10
VM1939,decommissioned,2020-05-23
VM6331,repair,2023-08-09
VM1993,decommissioned,2022-08-03
VM2398,decommissioned,2021-02-05
VM6215,decommissioned,2022-01-23
VM9361,functional,2024-12-31
VM6146,functional,2021-12-27
VM9344,functional,2021-11-13
VM4392,repair,2021-02-05
VM8715,functional,2024-03-31
VM1918,decommissioned,2024-08-03
VM6901,decommissioned,2023-03-05
VM5696,repair,2025-07-14
VM7191,decommissioned,2021-07-01
VM6593,decommissioned,2021-06-23
VM2771,functional,2024-02-21
VM2361,repair,2020-01-19
VM8755,decommissioned,2023-07-23
VM7538,decommissioned,2021-10-05
VM3953,repair,2023-07-12
VM9117,repair,2020-06-07
VM5890,repair,2024-08-30
VM6297,functional,2023-03-23
VM2655,repair,2022-11-20
VM3722,decommissioned,2021-04-06
VM2662,functional,2021-08-18
VM7825,decommissioned,2025-09-25
VM4362,functional,2021-07-25
VM9718,functional,2024-04-18
VM3132,repair,2020-11-05
VM5113,functional,2020-04-02
VM2199,functional,2023-06-01
VM6261,functional,2021-06-29
VM2043,repair,2024-02-25
VM4038,decommissioned,2022-07-08
VM1916,functional,2024-09-10
VM1425,decommissioned,2023-02-04
VM3146,repair,2024-08-20
VM6033,repair,2023-06-11
VM4407,decommissioned,2020-01-24
VM5399,functional,2021-10-11
VM1257,functional,2021-05-06
VM5513,repair,2024-08-03
VM4160,repair,2023-02-02
VM7789,functional,2022-01-18
VM2482,repair,2024-01-17
VM7161,repair,2025-10-23
VM6114,repair,2022-02-27
VM3004,repair,2021-06-18
VM1894,decommissioned,2024-06-23
VM2999,decommissioned,2020-02-20
VM5459,repair,2021-06-28
VM3370,functional,2020-09-25
VM9372,functional,2024-01-07
VM1775,decommissioned,2022-01-06
VM2209,repair,2020-10-21
VM7144,decommissioned,2025-09-30
VM1371,functional,2021-08-27
VM3706,decommissioned,2021-06-28
VM2826,decommissioned,2023-01-08
VM5439,decommissioned,2025-04-25
VM5476,repair,2024-10-08
VM7400,decommissioned,2025-07-09
VM1908,decommissioned,2021-01-27
VM4902,decommissioned,2023-10-03
VM6157,repair,2022-05-04
VM5516,repair,2025-09-29
VM7208,functional,2020-12-25
VM8824,decommissioned,2023-01-11
VM4444,decommissioned,2021-03-14
VM1413,repair,2023-02-04
VM3658,functional,2024-04-21
VM9510,functional,2020-09-26
VM9843,repair,2025-07-22
VM4286,decommissioned,2021-01-29
VM5687,repair,2021-05-19
VM2641,functional,2020-12-05
VM6959,functional,2020-03-04
VM7587,functional,2022-07-19
VM1346,decommissioned,2025-05-17
VM1401,decommissioned,2023-10-15
VM4525,repair,2023-01-08
VM6224,repair,2020-05-08
VM7846,decommissioned,2024-01-30
VM5011,decommissioned,2022-01-07
VM7321,repair,2020-02-11
VM5718,decommissioned,2023-08-02
VM8954,functional,2020-02-02
VM8371,functional,2021-06-23
VM6311,repair,2024-08-30
VM6119,decommissioned,2025-03-22
VM8472,repair,2020-03-13
VM6440,repair,2024-08-14
VM3647,decommissioned,2024-06-13
VM7842,decommissioned,2020-11-23
VM4361,functional,2021-02-01
VM9287,repair,2025-07-04
VM6988,functional,2024-05-24
VM1175,decommissioned,2022-12-03
VM7735,decommissioned,2023-09-13
VM7712,functional,2022-11-03
VM8268,functional,2021-07-02
VM4564,functional,2024-06-24
VM9062,decommissioned,2020-10-26
VM3711,repair,2024-10-29
VM9896,functional,2024-01-29
VM6715,repair,2022-04-01
VM6916,functional,2021-07-13
VM9901,functional,2023-09-16
VM2221,repair,2025-02-12
VM4811,decommissioned,2022-07-27
VM9855,functional,2024-11-16
VM9170,repair,2020-08-13
VM7589,decommissioned,2023-11-30
VM5633,repair,2021-11-05
VM7663,functional,2025-10-11
VM1764,decommissioned,2021-05-11
VM3023,repair,2020-09-16
VM4056,functional,2022-06-12
VM2660,functional,2022-07-21
VM5472,functional,2023-04-05
VM6813,repair,2025-03-19
VM5518,decommissioned,2024-12-24
VM3376,functional,2022-02-22
VM4565,repair,2020-03-10
VM1319,decommissioned,2022-08-21
VM2146,decommissioned,2020-03-19
VM2829,functional,2022-04-03
VM2030,repair,2025-09-27
VM6648,functional,2024-04-30
VM6461,functional,2023-06-30
VM5876,repair,2024-04-22
VM3110,repair,2020-10-15
VM6691,functional,2023-12-27
VM6911,decommissioned,2023-04-09
VM9868,functional,2021-07-08
VM1474,functional,2024-08-04
VM2934,functional,2025-01-31
VM6515,functional,2020-03-07
VM4627,repair,2022-08-07
VM6391,functional,2022-10-13
VM9609,decommissioned,2025-06-04
VM6426,functional,2021-11-25
VM9587,decommissioned,2023-02-14
